,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
58724,82599,Farm Aid 2001 - A Concert For America,10.0,2,Released,2002-11-19,,120.0,,tt0298281,en,Farm Aid 2001 - A Concert For America,"Held just 18 days after the September 11th attacks, Farm Aid 2001, A Concert for America, celebrated the solidarity, innovation, and hard work of family farmers in keeping America strong. Farm Aid was founded in 1985 by Willie Nelson, John Mellencamp, and Neil Young to raise public awareness about the plight of the American family farmer and to provide assistance to those families whose livelihood depends on agriculture. In the past 16 years, Farm Aid has raised over $23 million. This concert captures the spirit of a historic 2001 event. Performed on September 29, 2001, in Noblesville, Indiana, this sold-out Farm Aid concert featured a star-studded lineup including founder Willie Nelson, Neil Young, John Mellencamp, and Farm Aid's newest board member, Dave Matthews. Also performing are Arlo Guthrie, the Doobie Brothers, and Martina McBride, all of whom gave memorable performances to demonstrate their commitment to America's family farmer.",0.6,,"Documentary, Music",FilmWorks Creative Services LLC,United States of America,English,"Patrick Simmons, Willie Nelson, Neil Young, Martina McBride, Dave Matthews, Astrid Young, John Mellencamp, Pegi Young",Eric Parkinson,,,"Nick Lowery, Leslie Collins",
58727,82602,Dave Matthews Band: Some Other Stuff,10.0,1,Released,2002-07-16,,0.0,,tt0366339,en,Dave Matthews Band: Some Other Stuff,"This is only a teaser of the full concert """"Live at Folsom Field"""" but the live versions of these two fairly new songs, """"Bartender"""" and """"When The World Ends"""" only leave the viewer wanting more Dave. Any fan should check out """"Folsom Field"""" for it is a great concert, mixing the very old material with the very new stuff.",0.6,,,,,,,,,,,
58728,82604,Priyamaina Neeku,6.5,2,Released,2001-02-11,,150.0,,tt1606320,te,ప్రియమైన నీకు,"Sandhya, who loves Ganesh, pours her thoughts about him in a diary. Ganesh finds the diary and falls in love with her but later discovers that she is already engaged to someone else.",1.453,,Romance,Super Good Films,India,తెలుగు,"Sivaji Sontineni, Tanikella Bharani, Rami Reddy, Chandramohan, Theni Kunjarammal, Venu Madhav, Sneha, Preetha Vijayakumar, Jhansi, Pyramid Natarajan, Narra Venkateswara Rao, Tarun, Livingston, Ali Basha, Babloo Prithiveeraj, Madhavi Varsha, Bandla Ganesh, Siva Parvathi, Raja Ravindra",Balasekaran,,"Balasekaran, Chintapalli Ramana",R. B. Choudary,
58736,82614,Heroes of Iwo Jima,5.5,3,Released,2001-06-17,,94.0,,tt0288043,en,Heroes of Iwo Jima,This heartrending documentary tells the story behind the most famous war photograph ever taken.,0.718,,Documentary,,,,"James Bradley, Gene Hackman",Lauren Lexton,,"Lauren Lexton, Arnold Shapiro","Lauren Lexton, Arnold Shapiro, Camie Holmes",
58765,82643,Drop Back Ten,10.0,1,Released,2000-01-22,,93.0,,tt0220399,en,Drop Back Ten,"After an expose on NFL players causes a series of lawsuits, a reporter gets fired. A loyal editor nonetheless gives him a freelance story to work on. It seems that an athletic 19-year-old actor had been preparing to star in a low-budget gridiron movie when a mysterious assailant attacked him and destroyed his appearance. He was, of course, dismissed from the film. The reporter is to find out the true story of what happened. His investigation finds a history of beating his wife and a complete disinterest from the movie crew's producer.",1.556,,"Comedy, Drama",,United States of America,English,"Paul Diomede, Kelly De Martino, Jodie Markell, Avery Glymph, Ilana Levine, Courtney Jines, Tate Donovan, Desmond Harrington, Ron Rifkin, Laila Robins, Veronika Bellová, Josh Lucas, Chris Astoyan, James Le Gros, Joanna Adler, Eddie Kaye Thomas, Lee Andrew Page, Justin McCarthy, Marlyn Bandiero, Penny Balfour, Robin Paul, Vickie Tanner, Shari Albert, Amber Valletta",Stacy Cochran,Spencer Newman,Stacy Cochran,Stacy Cochran,"Pat Irwin, Jared Faber"
58778,82658,Senza Filtro,5.473,37,Released,2001-08-31,,0.0,,tt0296846,it,Senza Filtro,,4.648,,,Medusa Film,Italy,Italiano,"Piergiorgio Severi, Dino Abbrescia, Dante Marmone, Franco Godi, Chiara De Bonis, Antonio Milo, DJ Jad, Valeria Morosini, Anna Melato, Kay Rush, Albertino, Pizza, Gaia Graziani, Augusto Zucchi, Cochi Ponzoni, Morgana Marchesi, Paolo Sassanelli, Luciano Federico, J-Ax, Vladimiro Perrini",Mimmo Raimondi,Arnaldo Catinari,Piero Bodrato,,
58825,82717,The Watermill Princess 2,5.5,14,Released,2000-02-03,,111.0,,tt0232465,cs,Princezna ze mlejna 2,Happily ever after has a bumpy start for a young couple in a magical land when the husband is sent off to battle by a jealous prince.,3.372,,"Family, Fantasy, Comedy",S Pro Alfa,Czech Republic,Český,"Yvetta Blanarovičová, Lukáš Vaculík, Alois Švehlík, Jan Přeučil, Andrea Černá, Monika Absolonová, Oto Ševčík, Jakub Zindulka, Radek Valenta, Ladislav Županič",Zdeněk Troška,Ervín Sanders,"Zdeněk Troška, Vratislav Marek","František Janda, Jiří Kavan",
58827,82719,Laurent Gerra à l’Olympia,8.2,2,Released,2002-12-14,,120.0,,tt4059370,fr,Laurent Gerra à l’Olympia,"Laurent Gerra's show recorded on December 14, 2002 at the Olympia.",0.763,,Comedy,,France,Français,Laurent Gerra,Jérôme Revon,,,,
58830,82723,Vasu,7.0,4,Released,2002-04-10,,150.0,,tt1649430,te,వాసు,"After graduation, Vasu  runs a college canteen, and music school and teaches music for seven years to make his living. His father is an IPS officer and he wants Vasu to appear for Civil Services examinations to take up an IPS career. But Vasu has different plans for his future. He dreams of becoming a musician and a singer",2.838,Voice of Youth,Romance,Creative Commercials,,తెలుగు,"Ali Basha, Venkatesh, Vijayakumar, Manjula Vijayakumar, Varsha, M. S. Narayana, Brahmaji, Dharmavarupu Subramanyam, A. Karunakaran, Sunil Varma, Achyuth, Bhumika Chawla",A. Karunakaran,,"Trivikram Srinivas, A. Karunakaran",K. S. Rama Rao,
58833,82727,Takkari Donga,6.4,9,Released,2002-01-12,,164.0,,tt0307541,te,టక్కరి దొంగ,"A fearless outlaw offers to safeguard the daughter of his accomplice in return for a map to a secret diamond mine. However, his quest is compromised after a bandit gets wind of the secret map.",4.34,,"Action, Adventure, Western",Jayanth Fulcrum Cinergies,"India, United States of America",తెలుగు,"Tanikella Bharani, Baby Santhipriya, K Ashok Kumar, Narra Venkateswara Rao, Anand, Krishna, Raj, Takshan, Lisa Ray, Master Kaushik, Naveen, Rajasimha Tadinada, Surya Bhagawan Das, Mahesh Babu, Dega Raju, Rahul Dev, Bipasha Basu, R.K. (Mama)",Jayant Paranji,,"Jayant Paranji, Satyanand Pydipalli",Jayant Paranji,
58839,82737,War,7.133,79,Released,2002-03-14,,120.0,,tt0309047,ru,Война,"During the bloody war in Chechnya, a British couple and two Russian soldiers are taken hostage by Chechen rebels. Two of the hostages are then released to bring the money for the British woman who is forced to wait for the ransom.",6.599,,"War, Drama",CTB Film Company,Russia,", English, Pусский","Alexey Usoltsev, Yelena Metyolkina, Sergey Shemarkin, Ian Kelly, Elena Andreeva, Andrey Gulnev, Ingeborga Dapkūnaitė, Roza Bayzulayeva, Yuri Stepanov, Steve Jamieson, Evklid Kyurdzidis, Evdokiya Zamakhina, Aleksey Chadov, Aleksey Alekseev, Irina Malinovskaya, David McAllister, Viktor Smirnov, Sergei Bodrov Jr., Peter Wickham, Vladimir Gostyukhin, Mikhail Tarabukin, Viktoriya Smirnova, Irina Sokolova",Aleksey Balabanov,Sergey Astakhov,Aleksey Balabanov,"Irina Pavlova, Sergei Selyanov",
58842,82742,Tha Eastsidaz,5.1,6,Released,2000-08-29,,90.0,,tt0229362,en,Tha Eastsidaz,"Snap, Crackle, and Pop are top dogs in the Eastsidaz gang in Long Beach. Pop, also known as Killa, is the alpha dog. He has Crackle and Snap set up a big drug deal that's going to put him on easy street. But Crackle and Snap have their own agenda: they kill the suppliers, take a suitcase of money, and set up Killa to take the fall. Stuck in the state pen in Chino, Killa has his gang figure out what really happened while he hatches an escape plan. Meanwhile, Crackle has kidnaped Killa's sweetie, Booboo, and the government has confiscated his assets. Can Killa Pop escape Chino, rescue Booboo, exact revenge, find the loot, and elude the police? Written by",2.232,,Action,Xenon Pictures,United States of America,,"David Jean Thomas, Quinn Tatum, Darryl Brunson, Tasha Green, Xzibit, Buddy Daniels Friedman, Allen Guidry, Snoop Dogg, Kola Marion, Tray Deee, Goldie Loc, Kim Proby, Jayo Felony, RBX, Chan Graines, Larissa Bordere, Biggg Jeffree, Cathy Melton",Michael Martin,,,,
58856,82762,New York in the 50s,5.0,2,Released,2001-02-09,,72.0,,tt0277185,en,New York in the 50s,Based on the book of the same name. A lot of people reminisce about how they moved to NYC to escape the Midwest and make something of their lives.,0.6,,Documentary,,,,,Betsy Blankenbaker,,,,
58916,82832,Maximum Velocity (V-Max),6.0,41,Released,2002-09-03,,111.0,,tt0329731,it,Velocità massima,"In search of purpose, 17-year-old Claudio helps easygoing mechanic Stefano build a car capable of winning a street race that could solve his financial problems, but gets himself involved with the latter's former girlfriend.",4.658,,"Drama, Action","Fandango, Medusa Film, TELE+",Italy,Italiano,"Isabella Orsini, Tullio Sorrentino, Valerio Mastandrea, Alessia Barela, Emanuela Barilozzi, Ivano De Matteo, Ennio Girolami, Artur Wyszomirski, Massimiliano Varrese, Pietro Martinelli, Adele Ceraudo, Alessandra Guerra, Alfonso Favino, Luca Paniconi, Antonio Obino, Massimiliano Dau, Cristiano Morroni, Sara Franchetti, Maria Gradi",Daniele Vicari,Gherardo Gossi,"Daniele Vicari, Laura Paolucci, Maura Nuccetelli",Domenico Procacci,Massimo Zamboni
58927,82843,X JAPAN - The Last Live,6.8,4,Released,2002-03-29,,200.0,,,ja,X JAPAN - The Last Live,"X Japan's very last live concert on December 31, 1997 at Tokyo Dome. The show was important in two ways, since it marked the end of a band but it became the starting point for some outstanding solo careers.",1.915,,Music,Warner Music Japan,Japan,日本語,"PATA, Toshi, YOSHIKI, Heath, hide",Stephen Kijak,,,,
58991,82936,Castle Rock,7.2,2,Released,2000-01-01,,81.0,,tt0240400,en,Castle Rock,"Left alone in the wilderness after her grandfather suffers a heart attack, a teenage girl is befriended by a mysterious drifter. Soon, she finds herself on the adventure of her life when her new acquaintance turns out to be a fugitive from justice desperately trying to outrun his past.",2.931,,Drama,Majestic Film Partners,United States of America,English,"Pamela Bach-Hasselhoff, Frank Gorshin, Craig Clyde, Stacy Stripling, Jonathan Tipton Meyers, Wolf Larson, Alana Austin, Mason Craddock, Roger Velasco, Ernest Borgnine",Craig Clyde,,Craig Clyde,"Steve Austin, Bryce W. Fillmore",Jasper Randall
59007,82954,First Kill,6.5,2,Released,2001-02-23,,73.0,,tt0312693,en,First Kill,"Veterans of the Vietnam War tell about their experiences. The disasters but also the glorious moments of war. The central figure in the documentary is the scenario writer of Full Metal Jacket, Michael Herr. The veterans describe how it felt to kill for the first time and how those feelings still haunt them.",1.837,,"Documentary, History",Lemming Film,Netherlands,English,Michael Herr,Coco Schrijber,,"Sander Snoep, Coco Schrijber",,
59013,82961,The Rendering,6.2,9,Released,2002-01-15,,91.0,,tt0299110,en,The Rendering,"Ten years after being molested in art school by habitual rapist Theodore Gray, who is serving 25 years but eligible for parole, Sarah Reynolds leads a happy life in a gallery and with her handsome husband, lawyer Michael Reynolds, and helps police detective Nick Sousa, who put Grat away, as sketch-artist. Then new cases following Gray's MO occur, and a victim who got away gives a description Sara hesitates to confide to paper: it fits Michael scarily. She turns it in, yet once he's behind bars searches in and is blackmailed to plead Gray's paroling or his crime cahoots will torture Michael to death.",2.572,To save her husband... she must set a murderer free!,"Drama, TV Movie","Victory 17 Production, Incendo Productions, De Angelis Film Production, JB Media",Canada,English,"Shannen Doherty, Holly Uloth, John H. Brennan, John Moore, Stephen Young, Peter Outerbridge",Peter Svatek,François Dagenais,David Amann,"Jean Bureau, Josée Mauffette, Guido De Angelis, Anne Carlucci",James Gelfand
59059,83013,Bungee Jumping of Their Own,6.7,30,Released,2001-02-03,,111.0,,tt0276818,ko,번지점프를 하다,"A likeable, married high school teacher spirals out of control when a student in his class begins unintentionally reminding him of his doomed first love, which ended 17 years earlier.",7.82,A mysterious memory of feeling love...,"Drama, Romance",Eye Entertainment,South Korea,한국어/조선말,"Namkoong Min, Oh Ji-hye, Hong Soo-hyun, Hwang Hyo-eun, Gi Ju-bong, Lee Eun-ju, Lee Beom-soo, Lee Byung-hun, Woo Jung-kook, Yeo Hyun-soo, Jeon Mi-seon, Jang Suk-won, Lee Jae-yong, Park Cheol-min, Kim Kap-soo",Kim Dae-seung,,Ko Eun-nim,,Cho Young-wuk
59114,83086,Headless Hero,6.143,7,Released,2002-10-18,,90.0,,tt2145590,th,ผีหัวขาด,"To honour his father's dying wish, a man goes in search of his old friend and along the way he experiences love, betrayal and revenge.",1.542,,"Horror, Action, Comedy",Phranakorn Film,Thailand,ภาษาไทย,"Praptpadol Suwanbang, Choosak Iamsook, Der Doksadao, Runya Siyanon, Suthon Wechkama, Joy Chuancheun, Jongruay Somjinna, Choomporn Theppitak, Akom Preedakul, Irin Sriklao, Suthep Pongam, Natthamonkarn Srinikornchot, Sawong Supsamruay, Promma Sathongkaew, Winrawee Yaisamer, Sornsutha Klunmalee, Samart Payakaroon, Thanisorn Wangkitcharoenchai, Bamrer Phongintakun, Todsaporn Rottakit, Phichet Lamchaonaa, Apichart Chusakul, Udom Songsaeng, Jaturong Mokjok, Jaran Petcharoen",Komsan Treepong,Wichian Ruangwijchayakul,"Sommai Lertulan, Thanapol Thanarungroj, Bunthin Thuaykaew",Thanapol-Wichai Thanarungroj,
59159,83143,Station Jim,7.0,1,Released,2001-12-30,,87.0,,tt0266994,en,Station Jim,"At a rural railway station in Victorian England, Jim is a spunky Jack Russell Terrier who escapes his mean master at the circus, and is soon befriended by station porter Bob and lonely orphan Henry. His performing feats soon become a local attraction, and before long he's in the middle of a battle to save the local orphanage.",1.338,,"Drama, Romance, Family",BBC,United Kingdom,English,"Laura Fraser, Stanley Townsend, Nadia Sawalha, John Thomson, Frank Finlay, Prunella Scales, Thomas Brodie-Sangster, Martin Savage, Harry Peacock, Graham Seed, Vicki Pepperdine, Strapper, George Cole, Charlie Creed-Miles, Celia Imrie, David Bradley, Timothy West, David Haig",John Roberts,,,,
59205,83206,One of the Hollywood Ten,5.8,4,Released,2002-06-07,,109.0,,tt0234393,en,One of the Hollywood Ten,Herbert Biberman struggles as a Hollywood writer and director blacklisted as one of The Hollywood Ten in the 1950s.,2.709,,"Drama, History",,"Spain, United Kingdom",English,"Maurice Kanbar, Owen Brenman, Ramon Camín, Jeremy Howell, Tom Shutter, Ceri Warwick-Foster, David Horovitch, Ángela Molina, Luke Harrison Mendez, Sorcha Cusack, Craig Stevenson, Mike Plonsky, Phillip Massey, Jonan Armendariz, Mark Omega Smith, Ignacio Duran, Mark Newsom, Tom Ford, Greta Scacchi, Geraint Wyn Davies, Daisy White, Nicholas Woodeson, Larry Lamb, Jaime Rodríguez, Kim Manning, Enrique Arce, Eduardo Quintana, Andrea Nelson, Christopher Fulford, Fadi Ismail, Greg Stanford, Ben Temple, Antonio Valero, May Heatherly, Roger Nott, Marie-Anne Favreau, John Sessions, Jeff Goldblum, Peter Bowles, Carlos Castañon, John Pierce Jones, Stephen Hughes, Howard Perry, William 'Duke' Meeks, Jorge de Juan, Robert Long, Richard Vanstone, Steve Emerson, Larry Tayles, Teresa José Berganza, Trinidad Serrano, Sean Chapman, Jorge Bosch, José Luis Martínez Gutiérrez, Philip Howe, Shane Rimmer, Lars Hanson",Karl Francis,Nigel Walters,Karl Francis,,
59213,83218,Der Bockerer III - Die Brücke von Andau,6.7,6,Released,2000-07-13,,95.0,,tt0251618,de,Der Bockerer III - Die Brücke von Andau,"Vienna, 1956. Viennese butcher Karl Bockerer goes to Hungary to buy meat. Along with his foster son and grandchild, he is caught up in the turmoil of the Hungarian revolt against the Soviet occupiers. With some luck and a great deal of cunning, Bockerer and his family manage to escape, but the Austrian border is closed - except for the bridge to Andau...",1.597,,Drama,Epo-Film,Austria,Deutsch,"Erich Padalewski, Caroline Vasicek, Heinz Marecek, Thaddäus Podgorski, Marianne Nentwich, Adi Hirschal, Heinrich Schweiger, Karl Merkatz, Heinz Petters, Dolores Schmidinger, Alexander Wussow",Franz Antel,Hans Selikovsky,"Kurt Huemer, Franz Antel, Carl Szokoll",Dieter Pochlatko,
59247,83277,The Missing Gun,7.1,34,Released,2002-05-09,,90.0,,tt0342778,zh,寻枪,"In this tense thriller, Ma Shan (Wen Jiang) is a Chinese police detective who awakes one morning after a night of heavy drinking at his sister's wedding reception to discover that his gun has been stolen. Since only police officers are allowed to carry firearms, Ma Shan is alarmed about the deadly possibilities of the theft, and he sets out to find his weapon; however, the memories of Ma Shan's friends are as hazy as his own regarding the wedding, and no one can tell who drove him home. The situation comes to a head when Ma Shan's former girlfriend arrives in town for a visit and is soon found shot dead with the bullets matching those used in his gun.",4.243,,"Action, Comedy, Crime, Drama, Mystery, Thriller","China Film Group Corporation, Huayi Brothers Pictures, Taihe Film Investment",China,"普通话, Español, Italiano","Wu Yujuan, Shi Liang, Ning Jing, Liu Xiaoning, Jiang Wen",Lu Chuan,Zhengyu Xie,Lu Chuan,Tong Gang,
59296,83350,Marc-Marie Huijbregts: M-M Huijbregts,5.8,2,Released,2002-01-01,,90.0,,tt5118606,nl,Marc-Marie Huijbregts: M-M Huijbregts,"Television registration of the second program by the Dutch comedian Marc-Marie Huijbregts. In a combination of venom and tenderness, of coarseness and subtlety, Marc-Marie Huijbregts paints through a fairytale a shameless portrait of himself, and thus indirectly also of society and his own position in it.",1.035,,Comedy,Universal Pictures,Netherlands,Nederlands,Marc-Marie Huijbregts,Berend Boudewijn,,Marc-Marie Huijbregts,"Leony Paus, Gerard Cornelisse",
59399,83500,Two Ninas,5.2,5,Released,2000-12-01,14517.0,88.0,,tt0162024,en,Two Ninas,"After a long lonely period of involuntary celibacy, Marty Sachs decides that he has had enough of New York and wants to pack up and run the family business in Maine. Yet before he leaves, he meets two available, attractive women, both named Nina. Nina Cohen shares many of the same eccentric interests as Marty, but she has grow gun-shy from one too many bad relationships. Blonde bombshell Nina Harris literally knocks Marty off his feet in an ill-fated attempt at snagging a cab.",2.041,When two beautiful women fall for the unluckiest guy in the world his life takes on delicious complications.,"Comedy, Romance","King Brook Entertainment, Castelera Films, Accidental Pictures",United States of America,English,"Ron Livingston, Fred Norris, Amanda Peet, Bray Poor, Cara Buono, Jill Hennessy, Neil Turitz, Linda Larkin, John Rothman",Neil Turitz,Joaquín Baca-Asay,Neil Turitz,"Denise Doyle, E. Greg Scheinman",Joseph Saba
59403,83505,El bonaerense,6.5,26,Released,2002-09-19,410474.0,105.0,,tt0315850,es,El bonaerense,"Zapa is a locksmith in a quiet and little town lost somewhere in the province of Buenos Aires. After getting involved in a crime, his uncle, a retired policeman, bails him out and sends him to Buenos Aires city so he can become an aspiring police officer. Soon he will get involved in a new type of corruption.",3.483,,"Drama, Crime","Pol-Ka Producciones, Matanza Cine, INCAA, Pablo Trapero Productions, Programa Ibermedia, Invercine&Wood, CNC","Argentina, Chile, France, Netherlands",Español,"Liliana De Maria, Hugo Anganuzzi, Aníbal Barengo, Esteban Lamothe, Jorge Román, Carlos Federico Simon, Darío Levy, Luis Vicat, Facundo Gómez, Mimí Ardú, Graciana Chironi, Gerardo Maffoni, Víctor Hugo Carrizo",Pablo Trapero,Guillermo Nieto,"Pablo Trapero, Ricardo Ragendorfer, Dodi Shoeuer, Nicolás Gueilburt, Daniel Valenzuela",Pablo Trapero,
59406,83510,Rage: 20 Years of Punk Rock West Coast Style,6.0,2,Released,2001-07-08,,67.0,,tt0287644,en,Rage: 20 Years of Punk Rock West Coast Style,"This 60 minute DVD documentary examines Punk, its beginnings and some of the top musicians who started it. Included are rare video clips, narrated by the people involved, also lots of great music. Featured performers include Jack Grisham, Jello Biafra.",1.157,,Documentary,,,,"Jello Biafra, Jack Grisham, Duane Peters","Michael Bishop, Scott Jacoby",,,,
59410,83520,High Adventure,6.0,1,Released,2001-08-21,,91.0,3118663.0,tt0295989,en,High Adventure,"Chris, slick adventurous grandson of legendary adventurer Allan Quatermain, searches for the mythical treasure of Alexander the Great with the help of a pretty German girl, while eluding a dangerous greedy gangster.",1.9,,"Action, Adventure",,"United Kingdom, Bulgaria, Canada",English,"Chris Lee, Andrey Slabakov, Götz Otto, Ivo Georgiev, Michail Elenov, Thomas Ian Griffith, Harry Peacock, Kendra Torgan, Hunter Phoenix, Daniel Tzotchev, Barry Flatman, Petar Slabakov, Anja Kling, Delyan Dabov",Mark Roper,,H. Rider Haggard,"Gary Howsam, Fulvio Lucisano, Harry Alan Towers, Al Hayes",
59444,83581,Some Voices,6.1,28,Released,2000-08-25,,101.0,,tt0218616,en,Some Voices,Schizophrenic Ray tries to adjust to the outside world after being released from an institution.,4.393,,"Comedy, Drama","Dragon Pictures, Film4 Productions, British Screen Productions",United Kingdom,English,"Kelly Macdonald, Julie Graham, Huss Garbiya, Peter McDonald, Gem Durham, Ashley Walters, Nicholas Palliser, David Morrissey, Edward Tudor-Pole, Daniel Craig, Cate Fowler",Simon Cellan Jones,David Odd,Joe Penhall,"Graham Broadbent, Damian Jones",Adrian Johnston
59513,83689,Bröstsim & gubbsjuka,5.2,2,Released,2000-12-29,,97.0,,tt0272533,sv,Bröstsim & gubbsjuka,"An elderly wholesaler will marry a girl, young enough to be his daughter, who is under the impression that he rescued her from drowning. Obviously, things get complicated when both the girl's former boyfriend and the actual rescuer show up",1.4,,"Comedy, TV Movie","MTV Produktion, Nöjes Patrullen",Sweden,svenska,"Anna Carlsson, Krister Classon, Jojje Jönsson, Stefan Gerhardsson, Mi Ridell, Mikael Grahn, Siw Carlsson, Fredrik Willstrand, Lena B. Nilsson, Annika Andersson",Örjan Herlitz,Mark Åkerblom,"Ernst Bach, Åke Cato, Franz Arnold",Bosse Andersson,
59570,83759,Girados en Concierto,5.0,2,Released,2002-05-14,,130.0,,,en,Girados en Concierto,"Girados in concert is a double album recorded live during the tour Girados, by the singers Ana Torroja and Miguel Bose. The only previously unreleased including Corazones, a duet written and sung by both, while the rest are hits of their careers, in the case of Torroja both solo and with the group Mecano. Setlist Intro Girados,Un año más,Hoy no me puedo levantar,Como sueñan las Sirenas,Salamandra,Bambú,Nena,Muro,Mujer contra mujer,Ya no te quiero,Dulce pesadilla,Hacer por hacer,Si tú no vuelves,El siete de Septiembre,Duende,Barco a Venus,  A contratiempo,Sol forastero,Nada particular,La belleza,Hijo de la luna,Amante Bandido,Diosa del cobre,Corazones",0.7,,Music,,United States of America,Español,"Ana Torroja, Miguel Bosé",,,,,
59579,83769,The Real Eve,10.0,1,Released,2002-04-21,,103.0,,tt0373595,en,The Real Eve,"The made-for-cable documentary film The Real Eve is predicated on the theory that the human race can be traced to a common ancestor. The mitochondrial DNA of one prehistoric woman, who lived in Africa, has according to this theory been passed down from generation to generation over a span of 150,000 years, supplying the """"chemical energy"""" to all humankind.",1.511,,Documentary,,,,Danny Glover,Andrew Paddington,,,,
59633,83830,Conduct Zero,6.8,18,Released,2002-11-14,,99.0,,tt0341535,ko,품행제로,"When Joong-pil, the biggest bully in his high-school by far finds himself harboring feelings for a classmate, his entire identity is thrown off balance. Suddenly his smoking, his drinking, his constant swearing and his habit of pushing underclassmen into walls don't seem like good habits anymore. Without his nastiness, who is he? He might just like this girl enough to find out, if he can figure out how.",3.711,Definitely not just another teen movie.,"Drama, Comedy, Romance","KM Culture, Chungeorahm Film",South Korea,"English, Français, 한국어/조선말","Lim Eun-kyung, Park Seong-bin, Gong Hyo-jin, Ryoo Seung-bum, Park Hyo-ju, Geum Bo-ra, Jung Woo, Bong Tae-gyu, Kim Hee-jung, Yang Ik-june, Seo Myung-soo, Ahn Kil-kang, Kim Kwang-il",Joh Keun-shik,Cho Yong-kyu,"Lee Hae-jun, Jeong Jin-wan, Joh Keun-shik, Lee Ji-hyung, Lee Hae-young","Park Moo-seung, Park Sung-hun",
59651,83870,The Pintins to the Rescue,5.7,11,Released,2000-07-13,,82.0,,tt0271719,es,Los Pintín al rescate,"The family Pintín: Ada, Bepo and grandfather Fierro must rescue Luna, the youngest daughter of the family, who was kidnapped by humans and taken to an island that functions as a private zoo sinister character. The wait for a journey full of dangers and adventures.",6.048,,"Animation, Family","Artear, Pol-Ka Producciones, Patagonik",Argentina,Español,"Guillermo Gravino, Diego Peretti, Adolfo Stambulsky, Rosario Sánchez Almada, Susana Sisto, Alfredo Casero, Claudia Beiguel, Queco Yerve, Fernando Gustavo Sily, Arturo Maly, Luis Albornoz",Franco Bíttolo,Ricardo Rodríguez,"Pablo Lago, Martín Taskar, Adrián Suar, Marcos Carnevale",,
59715,83964,Linkin Park - Frat Party at the Pankake Festival,8.0,3,Released,2001-11-20,,70.0,,tt0387354,en,Linkin Park - Frat Party at the Pankake Festival,"Frat Party at the Pankake Festival is the first documentary DVD by Linkin Park, released on November 20, 2001 through Warner Bros. Records and Warner Reprise Video.",2.114,,Music,"Warner Bros. Records, Warner Reprise video",United States of America,,"Brad Delson, Chester Bennington, Joe Hahn, Mike Shinoda, Rob Bourdon, Dave Farrell",Joe Hahn,,,"Bill Berg-Hillinger, Joe Hahn",
59748,84004,School Day of the Dead,5.0,9,Released,2000-08-05,,100.0,,tt0405312,ja,死者の学園祭,"Some students decide to set up a play written by one of their classmates, who has commited suicide. The play is based on a tragic and mysterious legend about a love affair between two teachers at the school long ago. Some girls then accidentally stumble over some information about the legend, and the girl who commited suicide. Shortly after, the girls start turning up dead in seeming accidents.",3.473,,"Thriller, Horror","KADOKAWA Shoten, Toei Company, Asmik Ace Entertainment",Japan,日本語,"Yasutaka Tsutsui, Ito Yozaburo, Hineki Mito, Yôsuke Kawamura, Yoshiko Miyazaki, Thane Camus, Mika Sakamoto, Jinpachi Nezu, Tomoka Hayashi, Yû Kurosawa, Shuntaro Hani, Koichi Ueda, Asahi Uchida, Kyoko Fukada, Masaya Kato",Tetsuo Shinohara,Takahide Shibanushi,"Jirô Akagawa, Teruo Abe, Tamami Yamada","Masato Hara, Yasushi Tsuge",Hajime Mizoguchi
59767,84026,The Gleaners and I: Two Years Later,7.1,29,Released,2002-12-18,,63.0,,tt0345128,fr,Deux ans après,"Agnès Varda’s follow-up to her acclaimed documentary THE GLEANERS AND I takes us deeper into the world of those who find purpose and beauty in the refuse of society, revisiting many of the original film’s subjects.",3.693,,Documentary,"C.N.D.P., Canal+, CNC, Ciné-Tamaris",France,Français,Agnès Varda,Agnès Varda,Agnès Varda,,Agnès Varda,"Georges Delerue, François Wertheimer, Isabelle Olivier, Joanna Bruzdowicz"
60065,84392,AND1 Mixtape Vol. 5,5.2,2,Released,2002-01-01,,90.0,,,en,AND1 Mixtape Vol. 5,Volume 5 was the re-introduction of Rafer Alston AKA Skip 2 My Lou. Alston had been playing Division I basketball at Fresno State University and had been trying out for pro teams throughout the past three years; Volume 5 marked his return.,1.271,,,,,,,,,,,
60190,84576,Inside The Space Station,5.2,2,Released,2000-12-10,,50.0,,tt0271008,en,Inside The Space Station,"A virtual visit aboard the International Space Station, making the dreams of millions of people around the world come true.",1.4,,Documentary,"Discovery Channel, Evergreen Films",,English,Liam Neeson,Pierre de Lespinois,,Stephen Jay Schwartz,,
