,id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,imdb_id,original_language,original_title,overview,popularity,tagline,genres,production_companies,production_countries,spoken_languages,cast,director,director_of_photography,writers,producers,music_composer
60279,84677,WWE SummerSlam 2002,8.3,10,Released,2002-08-25,,180.0,,tt0330944,en,WWE SummerSlam 2002,"SummerSlam (2002) was the fifteenth annual SummerSlam PPV. It was presented by Foot Locker and took place on August 25, 2002 at the Nassau Veterans Memorial Coliseum in Uniondale, New York.  The main match on the SmackDown! brand was for the WWE Undisputed Championship between The Rock and Brock Lesnar. The main match on the Raw brand featured an Unsanctioned Street Fight between Shawn Michaels and Triple H. The main match from both brands was an interpromotional match for the WWE Intercontinental Championship between Rob Van Dam and Chris Benoit.The other matches on the undercard were The Undertaker versus Test and Kurt Angle versus Rey Mysterio.",4.934,,"Action, Drama",,United States of America,English,"Kurt Angle, Peter Senerchia, Eddie Guerrero, Eric Bischoff, Booker Huffman, Tony Chimel, Jamie Noble, Paul Heyman, Óscar Gutiérrez, Patricia Stratigeas, Michael Hickenbottom, Adam Copeland, Stephanie McMahon, Jonathan Coachman, Lance Evers, Chris Jericho, Jason Reso, Brock Lesnar, Paul Michael Lévesque, Rob Van Dam, Nidia Guenard, Dustin Runnels, Jim Ross, Mark Calaway, Howard Finkel, Jerry Lawler, Michael Coulthard, Dwayne Johnson, Lilián García, Andrew Martin, Chris Benoit, Ric Flair",Kevin Dunn,,,Vince McMahon,
60282,84680,WWE Survivor Series 2002,8.8,11,Released,2002-11-17,,180.0,,tt0339752,en,WWE Survivor Series 2002,"Survivor Series (2002) was the sixteenth annual Survivor Series PPV. It took place on November 17, 2002 from Madison Square Garden in New York, New York and featured talent from both the Raw and SmackDown! brands.  The main event was from the Raw brand the first ever Elimination Chamber match for the World Heavyweight Championship involving reigning champion Triple H, Shawn Michaels, Chris Jericho, Booker T, Rob Van Dam and Kane. The predominant match on the SmackDown! brand was Brock Lesnar versus The Big Show for the WWE Championship. The featured matches on the undercard were a Triple Threat Elimination match for the WWE Tag Team Championship involving Edge and Rey Mysterio, Los Guerreros, and Kurt Angle with Chris Benoit.",5.472,,"Action, Drama",,United States of America,English,"Kurt Angle, Matt Hyson, Peter Senerchia, Eddie Guerrero, Eric Bischoff, Booker Huffman, Terri Runnels, Glenn Jacobs, Torrie Wilson, Jamie Noble, Tony Chimel, Paul Heyman, Edward Fatu, Óscar Gutiérrez, Christopher Nowinski, Patricia Stratigeas, Stacy Keibler, Michael Hickenbottom, Chavo Guerrero Jr., Adam Copeland, Rico Constantino, Jonathan Coachman, Chris Jericho, Dawn Psaltis, Josey Scott, Brock Lesnar, Paul Michael Lévesque, Rob Van Dam, Nidia Guenard, Al Wilson, Devon Hughes, Paul Wight, Jeff Hardy, Matt Anoa'i, Scott Rechsteiner, Jim Ross, Howard Finkel, Matthew Hardy, Randy Orton, Jerry Lawler, Michael Coulthard, Mark LoMonaco, Lisa Marie Varon, Peter Gruner Jr., Chris Benoit, Ric Flair",Kevin Dunn,,,Vince McMahon,
60290,84688,Never Get Outta The Boat,6.3,3,Released,2002-09-07,,97.0,,tt0277184,en,Never Get Outta The Boat,The story of young men whose recovery from drug abuse hangs on their self-management of a gritty L.A. rehab center.,1.301,,"Drama, Comedy",,,English,"Darren E. Burrows, Lombardo Boyar, Shawnee Smith",Paul Quinn,,Nick Gillie,,
60302,84702,And I Hate You So,5.8,10,Released,2000-06-30,,96.0,,tt0253955,cn,小親親,"Luna Ng is a columnist who gave her first boyfriend a vinyl record as a gift. She later discovers that same vinyl record in a second hand store so she attempts to buy it back. However, another person ends up buying it before her. She finds out that the new owner of the record is Cheung Yung, a radio host. Luna ends up both loving and detesting Yung after he comments on her love life on radio. The story is about the battle of two willful and creative characters.",3.799,,"Comedy, Romance",United Filmmakers Organisation (UFO),Hong Kong,广州话 / 廣州話,"Mark Lui, Chan Fai-hung, Cheung Tat-Ming, Michael Tse, Kelly Chen, Isabel Chan Yat-Ning, Julian Cheung, Eric Tsang, Aaron Kwok, Teresa Mo, Jessica Hester Hsuan",Kenneth Yee,Peter Pau Tak-Hai,Ivy Ho,"Claudie Chung Jan, Doris Tse",Tsang-Hei Chiu
60329,84730,Mayday Mayhem,5.6,5,Released,2001-12-06,,94.0,,tt0289138,hu,"Csocsó, avagy éljen május elseje!",A new socialistic city is being built on the Danube's riverbank in the early 50's. The story is about a teacher who's living there.,0.843,,Comedy,,Hungary,Magyar,"Ferenc Zenthe, Árpád Besenczi, András Kern, Róbert Koltai, Adél Kováts, Iván Fenyő, András Stohl, Judit Pogány, Beáta Borsos, Attila Králik, Sándor Gáspár, Ildikó Tóth, Zoltán Benkóczy, Gábor Máté, Juli Básti",Róbert Koltai,,,,
60349,84754,Zico,6.2,2,Released,2002-01-01,,84.0,,tt0337513,pt,Zico,"Docudrama about the life and career of Zico, Arthur Antunes Coimbra, one of the greatest Brazilian football players ever. An amazing journey of conquers and victories. His overcoming and perseverant spirit are a living example of the Brazilian capacity to fight all barriers of prejudice and accomplish much more than was ever expected. To become a hero.",1.96,,Documentary,"Quanta, TeleImage",Brazil,Português,"Ronaldo, Malu Mader, Suzana Abranches, Zico, Xuxa, Bebeto",Elizeu Ewald,,,,
60431,84872,O Lampião da Estrela,5.5,2,Released,2000-05-30,,100.0,,tt0243376,pt,O Lampião da Estrela,"When a football agent acquires the rights of two young Mozambican players, he tries to transfer them to Benfica, his favorite club.",3.68,,"Comedy, TV Movie","SIC - Sociedade Independente de Comunicação, Animatógrafo II",Portugal,Português,"António Cordeiro, Miguel Guilherme, Maria Henrique, Lídia Franco, António Feio, Marco Horácio, Raul Atalaia, São José Lapa, Manuel Serrão, Eduardo Madeira, Carlos Santos, Paulo Oom, Fernando Valente, Maria d'Aires, Henrique Viana, Alda Gomes, José Pedro Gomes, Paulo Pires, Pêpê Rapazote, José Boavida, Herman José, Catarina Furtado",Diamantino Costa,,"Eduardo Madeira, Henrique Cardoso Dias",Cristina Soares,
60437,84882,The Icelandic Dream,8.286,7,Released,2000-09-07,,90.0,,tt0260594,is,Íslenski draumurinn,"A business man and weekend dad is getting worn down by family trouble, business failure and the continuous loss of his favorite football team. He decides to start importing Bulgarian energy cigarettes in a last ditch attempt at success ... his best friend soon advises that suicide might be his best option.",1.646,A young business man loses track on reality when his obsession with soccer grows too strong,Comedy,Film Douglas & Li,Iceland,"English, Íslenska","Guðrún Gísladóttir, Hafdís Huld, Þorsteinn Bachmann, Björgvin Franz Gíslason, Gunnar Eyjólfsson, Felix Bergsson, Milena Delgado, Matt Keeslar, Edda Björg Eyjólfsdóttir, Jón Gnarr, Þórhallur Sverrisson, Laufey Brá Jónsdottir, Laufey Karítas, Hafdís Helga Helgadóttir, Sigurjón Kjartansson",Róbert I. Douglas,,Róbert I. Douglas,Júlíus Kemp,Jóhann Jóhannsson
60490,84949,Shadow Mask,9.083,6,Released,2001-08-16,,102.0,,tt0304695,cn,Wu shen hei xia,"Fu Tien-Ming is the subject of an experiment that turns him into the hero known as Shadow Mask. When his arch nemesis, Red Goddess, escapes from prison, she is determined not only to stop Shadow Mask, but to kidnap a scientist who has come across a discovery involving DNA.",2.293,,Drama,,Hong Kong,广州话 / 廣州話,"Cheng Pei-pei, Samuel Leung Cheuk-Moon, Nishikawa Takakazu, Phillip Ko, Lily Chung Suk-Wai, Gwennie Tam, Louis Fan Siu-Wong",Ko Chun-Kit,,,,
60496,84955,They're Watching Us,5.429,14,Released,2002-09-08,,104.0,,tt0289361,en,Nos Miran,"Norberto Lopez Amado's They're Watching Us is about a cop who becomes obsessed with a case. Juan (Carmelo Gomez) is ordered to head up an investigation concerning a businessman who has been missing for almost three years. The officer who worled on the case previously now resides in a mental institution and is unable to say anything other than, """"They're watching us."""" A priest (Roberto Alvarez) explains how a series of disappearances in the area have supernatural underpinnings. As Juan is absorbed deeper and deeper into the case, his mother is concerned for him.",2.514,Han desaparecido. Pero están aquí y... [nos miran],"Thriller, Drama, Horror",,"Spain, Italy",Deutsch,"Carmelo Gómez, Massimo Ghini, Kevin Estiz, Icíar Bollaín, Manuel Lozano",Norberto López Amado,,"Jorge Guerricaechevarría, Javier García Sánchez",,
60502,84963,Reboot - Daemon Rising,8.3,3,Released,2001-10-19,,85.0,,tt0243517,en,Reboot - Daemon Rising,Looks like Bob and his fellow computer Sprites may have finally met their match. Supervirus Daemon is spreading her infection throughout the entire Net and edging ever closer to the City of Mainframe. Bob joins forces with old enemies in an attempt to foil her destruction of Mainframe and must reach into the past to find the answer.,2.758,,"Animation, Science Fiction, Fantasy",Mainframe Entertainment,Canada,English,"Michael Donovan, Colombe Demers, Kathleen Barr, Richard Newman, Stevie Vallance, Giacomo Baessato, Shirley Milliner, Danny McKinnon, Sharon Alexander, Paul Dobson, Ian James Corlett, Michael Benyaer, Dale Wilson, Garry Chalk, Blu Mankuma, Scott McNeil",George Samilski,,"Philip Mitchell, Ian Weir, Gavin Blair, Ian Pearson",,
60603,85092,Malunde,5.7,3,Released,2001-09-12,,119.0,,tt0259417,en,Malunde,"Post-apartheid South Africa is the setting for this drama about a mismatched twosome who end up together on a life-altering journey to Cape Town. Polar opposites Kobus (Ian Roberts), a white ex-soldier who struggles with demons from his past, and Wonderboy (Kagiso Mtetwa), a young black street kid who clings to memories of his family, come together to take on the society that has cast them aside and eventually build a friendship for the ages.",1.57,,Drama,"Do Productions, Traumwerk Filmproduktion GmbH","Germany, South Africa",English,"Winston Ntshona, Wilmien Roussouw, Grethe Fox, Danny Keogh, Mosa Kaiser, Dolly Rathebe, Michele Burgers, Shane Howarth, Ian Roberts, Esmeralda Bihl, Mary Twala, Kagiso Mtetwa",Stefanie Sycholt,,Stefanie Sycholt,,
60640,85147,The Lord’s Prayer,10.0,1,Released,2001-06-01,,30.0,,tt0961149,en,The Lord’s Prayer,"Jesus taught His disciples the power of prayer through parables and example. After Jesus’ resurrection and ascension into Heaven, Peter is arrested and cast into a Roman prison. As Herod plots Peter’s death, the believers gather together and follow the example that Jesus taught. Through faith and prayer, Peter’s chains are broken and the Angel of the Lord opens the prison gates.",2.141,,"Family, Animation","NEST Family Entertainment, Rich Animation Studios, Animated Bible Stories",United States of America,English,"Dorothy McDonald, Preston Maybank, Bill Lithgow, Elizabeth Daily, Glen Vernon, Bridget Connors, Ivan Crosland, Joe Olivieri, Ben Livingston, Al Johnson, Jim J. Bullock, Mark Bramhall, Elizabeth Rainey, John A. Nicolaysen",Richard Rich,,Brian Nissen,"Jared F. Brown, Richard Rich, Seldon O. Young",
60644,85151,"Lord, I Believe",10.0,1,Released,2001-06-01,,30.0,,tt0961150,en,"Lord, I Believe","Lord, I Believe is a collection of three stories where Jesus teaches His disciples the power of faith. First, a kind Roman centurion pleads for his dying servant. The servant is healed because he asked in faith with nothing doubting. Saying “weep not,” Jesus raises the son of the poor widow of Nain. Lastly, a man with weak faith begs the Master to make his son whole, as Jesus answers, “all things are possible to him that believeth.”",2.461,,"Family, Animation","NEST Family Entertainment, Animated Bible Stories, Rich Animation Studios",United States of America,English,"Ed Francis Martin, Andrew Craig, Elizabeth Daily, Glen Vernon, Bridget Connors, Ivan Crosland, Jim J. Bullock, Jacob Livingston, Kristie Transeau, Dan Davis, Lew Palter, John A. Nicolaysen",Richard Rich,,Brian Nissen,"Jared F. Brown, Richard Rich, Seldon O. Young",
60705,85214,On the Edge of 'Blade Runner',7.2,10,Released,2000-07-15,,52.0,,tt0281011,en,On the Edge of 'Blade Runner',"This is the rare UK Channel 4 documentary about Blade Runner, giving insights into it's history with interviews of Ridley Scott, the writers and nearly all the cast.  Interviews with production staff, including Ridley, give details into the creative process and turmoil during preproduction. Stories from Paul M. Sammon and Fancher provide insight into Philip K. Dick and the origins of Do Androids Dream of Electric Sheep?  Interweaved are cast interviews with the notable exceptions of Harrison Ford and Sean Young. Through these interviews we get a sense of how difficult and frustrating the film was to make as a result of an exacting director without allies and hot, wet, smoggy conditions; which added to the high pressure atmosphere everyone increasingly felt as the film went over budget.  There is also a tour of some locations, most notably the Bradbury Building and the Warner Brothers backlot that was the LA 2019 streets, which look very different from Ridley's dark version.",1.923,,"Documentary, TV Movie",Channel 4 Television,United Kingdom,English,"David Webb Peoples, Hampton Fancher, Terry Rawlings, M. Emmet Walsh, David L. Snyder, Rutger Hauer, David Dryer, Joanna Cassidy, Brian Aldiss, James Hong, Richard Yuricich, Katherine Haber, Lawrence G. Paull, Bud Yorkin, Philip K. Dick, William Sanderson, Michael Arick, Daryl Hannah, Paul Sammon, Douglas Trumbull, Joe Turkel, Michael Deeley, Ridley Scott, Mark Kermode, Syd Mead",Andrew Abbott,,Mark Kermode,,
60752,85265,Anak,5.625,8,Released,2000-05-10,,135.0,,tt0246425,tl,Anak,A woman returns to the Philippines after working abroad to find that her family has fallen apart in her absence.,4.512,,Drama,Star Cinema – ABS-CBN Film Productions,Philippines,,"Joel Torre, Leandro Muñoz, Lui Villaruz, Amy Austria, Odette Khan, John Lapus, Jojo Saguin, Aida Espiritu, Jessette Prospero, Girlie Alcantara, Sarji Ruiz, Cris Michelena, Daniel Morial, Baron Geisler, Cherry Pie Picache, Manny Mendoza, Claudine Barretto, Gino Paul Guzman, Troy Martino, Don Laurel, Sheila Mae Alvero, Jiro Manio, Hazel Ann Mendoza, Jodi Sta. Maria, Archie Adamos, Vilma Santos, Tess Dumpit",Rory B. Quintos,,"Ricardo Lee, Moira Lang","Malou N. Santos, Charo Santos-Concio",
60784,85309,Classic Albums - Elton John - Goodbye Yellow Brick Road,7.1,9,Released,2001-11-06,,90.0,,tt0829122,en,Classic Albums - Elton John - Goodbye Yellow Brick Road,"The worlds of glitz, glam, and pop-rock fused immortally on Goodbye Yellow Brick Road, born of the formidable partnership of Elton John and Bernie Taupin. This 1973 double album may well have been the peak of their collaboration. Ranging from perennial favorites like """"Candle in the Wind,"""" """"Benny and the Jets,"""" and the title track to more ambitious compositions like """"Funeral for a Friend (Love Lies Bleeding)"""" and everything in between, Goodbye is unmatched in its depth and scope. This entry in the Classic Albums series of DVDs documents the often tumultuous writing and recording sessions for that masterpiece through vintage clips of the musicians in the studio and new interviews with Elton, Bernie, producer Gus Dudgeon, and the band members. We may never know how the John-Taupin team achieved their magic, but this release offers a both a peek at the process and a few reasons why the album endures today.",2.471,,"Documentary, Music","BBC, Eagle Vision",,English,"Rick Frio, Davey Johnstone, Gus Dudgeon, Paul Gambaccini, Bernie Taupin, Connie Hillman, Tim Rice, Del Newman, David Hentschel, Elton John, Nigel Olsson",Bob Smeaton,"John Simmons, Steve Tickner",,"Bous De Jong, Terry Shand, Nick De Grunwald, Geoff Kempin",
60792,85322,"Def Leppard - Historia, In the Round, In Your Face",10.0,1,Released,2002-02-26,,177.0,,,en,"Def Leppard - Historia, In the Round, In Your Face","British hard rock band Def Leppard are celebrated in this compilation of 2 of their best-selling video releases. HISTORIA is a collection of all 17 music videos that the band put out from 1977 to 1988, including such hits as """"Photograph,"""" """"Animal,"""" and both the U.S. and U.K. versions of """"Pour Some Sugar On Me."""" IN THE ROUND IN YOUR FACE is a live concert film which captures Joe Elliott and the boys in raucous performances of hits like """"Hysteria"""" and """"Bringin' on the Heartbreak.""""",0.991,,Music,Universal Music Group,United Kingdom,English,"Phil Collen, Steve Clark, Joe Elliott, Rick Savage, Rick Allen",,,,,
